         1365951 function calls (1341936 primitive calls) in 133.986 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      202    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/execute.py:107(make_str)
      144    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:772(<listcomp>)
      347    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:452(_assert_fetchable)
     4802    0.001    0.000    0.001    0.000 {built-in method _operator.index}
       17    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:272(merge_device)
     2914    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:831(<lambda>)
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1836(__enter__)
       84    0.000    0.000    0.001    0.000 /usr/lib/python3.5/sre_compile.py:248(_optimize_charset)
      104    0.001    0.000    0.001    0.000 {method 'write' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.5/dist-packages/PIL/GifImagePlugin.py:27(<module>)
      475    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/errors_impl.py:93(__str__)
      815    0.001    0.000    0.001    0.000 /usr/lib/python3.5/sre_parse.py:157(__getitem__)
     2878    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:83(value)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:570(module_from_spec)
      245    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3815(get_collection)
     2696    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1899(_id)
       28    0.000    0.000    0.001    0.000 /usr/lib/python3.5/sre_parse.py:90(closegroup)
       89    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2951(version)
       12    0.001    0.000    0.001    0.000 {method 'decode' of 'ImagingDecoder' objects}
      512    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:566(ndims)
      278    0.000    0.000    0.001    0.000 /usr/lib/python3.5/logging/__init__.py:1515(isEnabledFor)
       58    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:290(_FilterFloat)
       54    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4906(device)
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1926(_get_unique_variable_scope)
      202    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:158(_MakeStr)
     1143    0.001    0.000    0.001    0.000 /usr/lib/python3.5/sre_parse.py:226(__next)
       26    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:1108(colocate_vars_with)
     2383    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1878(_get_control_flow_context)
      172    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4748(is_feedable)
       96    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:710(<listcomp>)
      890    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2110(__init__)
       19    0.000    0.000    0.001    0.000 /usr/lib/python3.5/copy.py:67(copy)
      618    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationDevice}
      709    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:30(__init__)
      299    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:108(pop_obj)
       72    0.001    0.000    0.001    0.000 {tensorflow.python.framework.fast_tensor_util.AppendFloat32ArrayToTensorProto}
      438    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/execute.py:96(make_int)
       30    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:88(get_tower_context)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:34(<module>)
  307/213    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:218(_GetDenseDimensions)
      890    0.001    0.000    0.001    0.000 /usr/lib/python3.5/_collections_abc.py:631(__init__)
      616    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:882(<genexpr>)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:510(_init_module_attrs)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_grad.py:854(_ShapesFullySpecifiedAndEqual)
     1962    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
        1    0.001    0.001    0.001    0.001 /home/sujithpk/Desktop/road/src/functions.py:196(<listcomp>)
      461    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:147(_MakeInt)
      406    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:154(is_dense_tensor_like)
      375    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputConsumers_wrapper}
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:2077(__init__)
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:1148(_restore_slot_variable)
       45    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/execute.py:131(make_shape)
      152    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4387(_pop_control_dependencies_controller)
      936    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_inspect.py:214(<genexpr>)
       79    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2053(name)
       24    0.000    0.000    0.001    0.000 {built-in method builtins.format}
       84    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:300(_VerifyGeneratedGradients)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:2337(amin)
     1146    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:114(<listcomp>)
     1093    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:816(get_data)
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1748(__init__)
      122    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:894(as_list)
       43    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3769(add_to_collections)
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1897(__exit__)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:787(constant_value)
      726    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4818(_device_function_stack)
       30    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/summary_op_util.py:29(collect)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/platform/tf_logging.py:123(warning)
      210    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/tape.py:70(stop_recording)
      430    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2085(op)
      172    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsSequence}
      347    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:300(build_results)
     2624    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:723(<listcomp>)
      106    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:360(_IsPartitionedCall)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:107(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/abc.py:132(__new__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1281(warning)
      104    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/execute.py:121(make_type)
        4    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
     1378    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:131(parse_from_string)
       89    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:450(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:676(_ConstantValue)
       92    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3751(add_to_collection)
       21    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1392(_log)
       32    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5850(add_to_collection)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/_methods.py:30(_amin)
      231    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4378(add_op)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/numerictypes.py:845(<lambda>)
      396    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:125(as_numpy_dtype)
     1707    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:246(cache_from_source)
      107    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:50(_path_join)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:548(__str__)
      108    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_util.py:51(IsSwitch)
      347    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4756(is_fetchable)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_stat)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4552(_attr_scope)
       28    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:150(get_distribution_strategy)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      108    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1866(<listcomp>)
  582/238    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:228(_FlattenToStrings)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1321(close_variable_subscopes)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1349(_get_default_variable_store)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/_methods.py:45(_all)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:718(get_slot)
       84    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/registry.py:78(lookup)
       34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:193(_get_processor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageFile.py:30(<module>)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:1063(tower_id)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_ops.py:1416(MaybeCreateControlFlowState)
       44    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendInt32ArrayToTensorProto}
     1189    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      610    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:45(_AttrValue)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/execute.py:89(make_float)
      152    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4321(__init__)
   206/34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:302(_FilterStr)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:288(urlparse)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(cached)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffTags.py:349(_populate)
      995    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3020(_get_control_flow_context)
      106    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3125(_is_function)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:2227(amax)
      278    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1501(getEffectiveLevel)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.5/copy.py:269(_reconstruct)
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2019(_set_device)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:107(require_tower_context)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:140(_MakeFloat)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:905(<listcomp>)
       86    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:462(_IsVariable)
       93    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2167(control_inputs)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:163(__enter__)
      152    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4384(_push_control_dependencies_controller)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:342(_get_cached)
       24    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInputList}
      296    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/execute.py:114(make_bool)
      133    0.000    0.000    0.000    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedScalarContainer' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/utils.py:1070(safe_eval)
      204    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:931(_FilterGrad)
      140    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_weakrefset.py:26(__exit__)
      347    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:127(<lambda>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:319(untokenize)
      296    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:165(_MakeBool)
      607    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:704(graph)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:547(MakeNdarray)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ast.py:38(literal_eval)
      445    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:242(match)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/summary_op_util.py:56(clean_tag)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:411(ImageFileDirectory_v2)
      936    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:2743(return_annotation)
      936    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:2739(parameters)
      344    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:364(<listcomp>)
      105    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4072(get_name_scope)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:304(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:245(untokenize)
      462    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      181    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2080(dtype)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saveable_object.py:24(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1417(handle)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:517(<lambda>)
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:68(__init__)
    89/32    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:317(_FilterNotTensor)
      144    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:94(_as_ref)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1471(callHandlers)
      250    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:638(<genexpr>)
       69    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:195(to_string)
      219    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:440(<listcomp>)
      114    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:153(is_complex)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:122(_require_distribution_strategy_scope)
        4    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
      107    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(<listcomp>)
      644    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      115    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:200(_get_default_tower_mode)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:419(_validate_bytecode_header)
      273    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:80(__init__)
      613    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:556(dims)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:842(handle)
      309    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:253(_FirstNotNone)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:553(_new)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/_methods.py:26(_amax)
      178    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddControlInput}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:115(splitext)
      108    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:1038(<listcomp>)
      362    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      140    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_weakrefset.py:81(add)
      212    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:713(<genexpr>)
       51    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/resource_variable_ops.py:1538(is_resource_variable)
      115    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4875(_distribution_strategy_stack)
      103    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:509(<listcomp>)
      140    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_weakrefset.py:20(__enter__)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:165(append)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:968(emit)
      297    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:153(__len__)
       72    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:386(_simple)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1308(internal_convert_n_to_tensor_or_indexed_slices)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:676(_AddSaveable)
       88    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:202(_AsList)
      191    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:121(is_numpy_compatible)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:412(_compile_info)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:430(_getdecoder)
       17    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
       23    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:572(<listcomp>)
      113    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:321(urlsplit)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1210(_get_spec)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:635(_register_basic)
      190    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:105(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1377(makeRecord)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:87(_path_isfile)
        1    0.000    0.000    0.000    0.000 {method 'tofile' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ast.py:30(parse)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1028(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:621(_initialize_context)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageFile.py:324(Parser)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(_get_module_lock)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_io_ops.py:1463(<listcomp>)
      172    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:128(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:243(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:2472(conj)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.fromfile}
      475    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/errors_impl.py:62(message)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      221    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:276(tell)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(__exit__)
      472    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:293(__hash__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/clip_ops.py:186(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:151(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/abc.py:135(<setcomp>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:78(_path_is_mode_type)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:451(_getencoder)
      278    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/platform/tf_logging.py:45(_get_logger)
      246    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1738(<listcomp>)
       90    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:356(device)
      141    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4381(op_in_group)
