         1365951 function calls (1341936 primitive calls) in 133.986 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.022    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:224(shape_internal)
        9    0.000    0.000    0.022    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:8724(transpose)
        9    0.000    0.000    0.022    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_logging_ops.py:327(image_summary)
      516    0.001    0.000    0.022    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4089(_colocate_with_for_gradient)
      210    0.003    0.000    0.021    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5238(init_scope)
      936    0.013    0.000    0.021    0.000 /usr/lib/python3.5/inspect.py:2664(__init__)
        1    0.000    0.000    0.021    0.021 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:1489(__init__)
        1    0.000    0.000    0.021    0.021 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:583(__init__)
        1    0.021    0.021    0.021    0.021 {built-in method _pywrap_tensorflow_internal.TF_NewSessionRef}
       78    0.000    0.000    0.020    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:958(_autopacking_conversion_function)
        2    0.000    0.000    0.020    0.010 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_grad.py:447(_SoftmaxCrossEntropyWithLogitsGrad)
     9158    0.017    0.000    0.020    0.000 /usr/lib/python3.5/inspect.py:2399(__init__)
        2    0.001    0.000    0.020    0.010 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:138(_PendingCount)
       12    0.000    0.000    0.020    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:2839(fill)
       12    0.000    0.000    0.020    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_ops.py:1482(bias_add)
       14    0.000    0.000    0.020    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:4527(mat_mul)
       16    0.000    0.000    0.019    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_ops.py:3361(_GroupControlDeps)
      246    0.004    0.000    0.019    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3693(_get_op_def)
       13    0.000    0.000    0.019    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:878(_autopacking_helper)
       12    0.000    0.000    0.019    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:8301(sub)
     2590    0.008    0.000    0.019    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBuffer}
      516    0.003    0.000    0.019    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4102(colocate_with)
      627    0.001    0.000    0.019    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/backprop.py:144(_record_gradient)
       12    0.000    0.000    0.019    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:4334(lrn)
       15    0.000    0.000    0.018    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:6766(relu)
        2    0.001    0.001    0.018    0.009 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:118(_MarkReachedOps)
      627    0.018    0.000    0.018    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RecordGradient}
       13    0.000    0.000    0.017    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:4644(pack)
       12    0.000    0.000    0.017    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:657(bias_add)
     3249    0.004    0.000    0.017    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:953(<lambda>)
   433/89    0.002    0.000    0.017    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:228(for_fetch)
1538/1288    0.002    0.000    0.017    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:248(_MaybeColocateWith)
     4802    0.004    0.000    0.017    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:552(transpose)
        8    0.000    0.000    0.017    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_grad.py:598(_MaxPoolGrad)
       86    0.001    0.000    0.016    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:347(__init__)
      981    0.002    0.000    0.016    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:126(__exit__)
      299    0.002    0.000    0.016    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:89(push_obj)
        1    0.016    0.016    0.016    0.016 /home/sujithpk/Desktop/road/src/cnn_model.py:142(<listcomp>)
    29405    0.016    0.000    0.016    0.000 {built-in method builtins.getattr}
        8    0.000    0.000    0.016    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1166(conv2d_backprop_input)
        8    0.000    0.000    0.016    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_grad.py:564(_LRNGrad)
        8    0.000    0.000    0.016    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1029(conv2d_backprop_filter)
       16    0.000    0.000    0.016    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_control_flow_ops.py:487(no_op)
      890    0.010    0.000    0.016    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2919(_add_op)
        2    0.000    0.000    0.015    0.008 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_grad.py:116(_MeanGrad)
        4    0.000    0.000    0.015    0.004 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_grad.py:432(_BroadcastMul)
      632    0.001    0.000    0.015    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:361(shape)
       11    0.000    0.000    0.015    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:954(_truediv_python3)
        6    0.000    0.000    0.015    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_grad.py:517(_ReshapeGrad)
    80699    0.015    0.000    0.015    0.000 {method 'append' of 'list' objects}
        1    0.015    0.015    0.015    0.015 /home/sujithpk/Desktop/road/src/cnn_model.py:143(<listcomp>)
        8    0.000    0.000    0.015    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:5034(max_pool_grad)
       10    0.000    0.000    0.015    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:820(stack)
      219    0.002    0.000    0.015    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:432(_c_api_shape)
      981    0.001    0.000    0.015    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:123(__enter__)
      981    0.005    0.000    0.015    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:96(release)
       12    0.000    0.000    0.014    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:282(add)
     2929    0.014    0.000    0.014    0.000 /usr/lib/python3.5/_collections_abc.py:675(__iter__)
        8    0.000    0.000    0.014    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:4440(lrn_grad)
        8    0.000    0.000    0.014    0.002 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:370(preinit)
     55/8    0.000    0.000    0.014    0.002 <frozen importlib._bootstrap>:996(_handle_fromlist)
     34/5    0.000    0.000    0.014    0.003 <frozen importlib._bootstrap>:214(_call_with_frames_removed)
     15/5    0.000    0.000    0.014    0.003 {built-in method builtins.__import__}
        6    0.000    0.000    0.014    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/summary/summary.py:151(histogram)
     18/5    0.000    0.000    0.014    0.003 <frozen importlib._bootstrap>:966(_find_and_load)
        2    0.000    0.000    0.014    0.007 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:794(_create_non_slot_variable)
      299    0.001    0.000    0.014    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:35(set_filename_and_line_from_caller)
    11166    0.011    0.000    0.014    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:661(as_dtype)
     18/5    0.000    0.000    0.014    0.003 <frozen importlib._bootstrap>:939(_find_and_load_unlocked)
     2143    0.003    0.000    0.014    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3704(as_default)
     4976    0.005    0.000    0.014    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
       11    0.000    0.000    0.014    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:5970(real_div)
       10    0.000    0.000    0.014    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/constant_op.py:241(_tensor_shape_tensor_conversion_function)
     1780    0.014    0.000    0.014    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
     3249    0.003    0.000    0.014    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:73(_swig_getattr)
       86    0.000    0.000    0.013    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:354(<listcomp>)
     18/5    0.000    0.000    0.013    0.003 <frozen importlib._bootstrap>:659(_load_unlocked)
        1    0.013    0.013    0.013    0.013 {built-in method _pywrap_tensorflow_internal.SetRequireShapeInferenceFns}
      981    0.005    0.000    0.013    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:86(acquire)
        9    0.000    0.000    0.013    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:4825(_min)
        9    0.000    0.000    0.013    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:4613(_max)
     17/5    0.000    0.000    0.013    0.003 <frozen importlib._bootstrap_external>:659(exec_module)
        1    0.000    0.000    0.013    0.013 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:188(wrapped)
        6    0.000    0.000    0.013    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_logging_ops.py:262(histogram_summary)
      324    0.002    0.000    0.013    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2295(_set_attr)
      890    0.003    0.000    0.013    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2137(<listcomp>)
      697    0.004    0.000    0.013    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:507(__init__)
    23478    0.012    0.000    0.013    0.000 {built-in method builtins.hasattr}
       10    0.000    0.000    0.013    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:4273(l2_loss)
     1101    0.002    0.000    0.012    0.000 {built-in method builtins.all}
      890    0.003    0.000    0.012    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4249(_apply_device_functions)
       10    0.000    0.000    0.012    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_grad.py:354(_ReluGrad)
        8    0.000    0.000    0.012    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:252(shape_n)
       10    0.000    0.000    0.012    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:6937(relu_grad)
        8    0.000    0.000    0.012    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:7107(shape_n)
       10    0.000    0.000    0.012    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:345(sqrt)
     2914    0.003    0.000    0.012    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:807(<lambda>)
      375    0.000    0.000    0.012    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:487(_Consumers)
        4    0.000    0.000    0.012    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_grad.py:1087(_MatMulGrad)
     2288    0.006    0.000    0.012    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:242(is_compatible_with)
     18/5    0.001    0.000    0.012    0.002 {built-in method builtins.exec}
     3496    0.004    0.000    0.011    0.000 {built-in method builtins.any}
      375    0.001    0.000    0.011    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:566(consumers)
     2251    0.011    0.000    0.011    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetAttrValueProto}
       21    0.011    0.001    0.011    0.001 /usr/local/lib/python3.5/dist-packages/numpy/core/numeric.py:2389(array_equal)
        8    0.000    0.000    0.011    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_grad.py:265(_BiasAddGrad)
        1    0.000    0.000    0.011    0.011 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:7186(softmax_cross_entropy_with_logits)
     2115    0.011    0.000    0.011    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
       10    0.000    0.000    0.011    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:8065(sqrt)
     2339    0.011    0.000    0.011    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
        8    0.000    0.000    0.011    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:735(bias_add_grad)
      890    0.002    0.000    0.011    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1798(<listcomp>)
        2    0.000    0.000    0.010    0.005 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_grad.py:50(_SumGrad)
       86    0.004    0.000    0.010    0.000 /home/sujithpk/Desktop/road/src/cnn_model.py:53(error_rate)
      532    0.001    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:942(as_shape)
     2143    0.004    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:671(graph_mode)
      172    0.002    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:788(is_compatible_with)
       43    0.000    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1907(_try_guard_against_uninitialized_dependencies)
     3249    0.009    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:62(_swig_getattr_nondynamic)
      486    0.001    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:490(get_shape)
        6    0.000    0.000    0.010    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:1875(matmul)
     2143    0.005    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:122(push)
     4245    0.005    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:265(__eq__)
     3840    0.006    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/compat.py:42(as_bytes)
       77    0.000    0.000    0.010    0.000 /usr/lib/python3.5/re.py:222(compile)
     1182    0.004    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3666(_get_tensor_by_tf_output)
       77    0.000    0.000    0.010    0.000 /usr/lib/python3.5/re.py:278(_compile)
     1826    0.003    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1741(<genexpr>)
     1068    0.006    0.000    0.010    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4020(unique_name)
        1    0.000    0.000    0.010    0.010 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/adam.py:221(_finish)
        5    0.000    0.000    0.009    0.002 /usr/lib/python3.5/sre_compile.py:531(compile)
        4    0.000    0.000    0.009    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:85(expand_dims)
        4    0.000    0.000    0.009    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:2040(expand_dims)
     2147    0.009    0.000    0.009    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
    27003    0.008    0.000    0.009    0.000 {method 'get' of 'dict' objects}
      687    0.002    0.000    0.009    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3455(as_graph_element)
     1588    0.005    0.000    0.009    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:52(_SatisfiesTypeConstraint)
    12599    0.006    0.000    0.009    0.000 /usr/lib/python3.5/posixpath.py:39(_get_sep)
        6    0.000    0.000    0.008    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_random_ops.py:875(truncated_normal)
      928    0.005    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:302(__init__)
     4833    0.008    0.000    0.008    0.000 {built-in method numpy.core.multiarray.arange}
    10094    0.006    0.000    0.008    0.000 /usr/lib/python3.5/inspect.py:2709(<genexpr>)
    93/43    0.001    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1954(_safe_initial_value_from_tensor)
     4378    0.004    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1894(name)
        3    0.000    0.000    0.008    0.003 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:439(_filter_header)
      261    0.000    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:1268(<genexpr>)
       77    0.001    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:616(cast)
    93/43    0.001    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1974(_safe_initial_value_from_op)
     1872    0.004    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_decorator.py:104(unwrap)
      697    0.001    0.000    0.008    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:542(<listcomp>)
      890    0.007    0.000    0.007    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewOperation}
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python3.5/dist-packages/numpy/lib/npyio.py:449(save)
      798    0.002    0.000    0.007    0.000 /usr/lib/python3.5/threading.py:355(notify_all)
       71    0.000    0.000    0.007    0.000 /usr/lib/python3.5/tokenize.py:494(_tokenize)
        2    0.000    0.000    0.007    0.004 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:1030(concat)
        2    0.000    0.000    0.007    0.004 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:1010(concat_v2)
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:534(write_array)
     6328    0.005    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:102(base_dtype)
      347    0.001    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:264(__init__)
     4894    0.006    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5013(get_default)
      924    0.002    0.000    0.007    0.000 /usr/lib/python3.5/abc.py:178(__instancecheck__)
      890    0.002    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4842(_snapshot_colocation_stack_metadata)
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:290(_write_array_header)
        3    0.000    0.000    0.007    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:221(subtract)
      846    0.003    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:172(_MakeType)
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python3.5/dist-packages/PIL/JpegImagePlugin.py:35(<module>)
      890    0.006    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1818(_reconstruct_sequence_inputs)
      890    0.004    0.000    0.007    0.000 {built-in method _pywrap_tensorflow_internal.GetOperationInputs}
        2    0.000    0.000    0.007    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:206(_DefaultGradYs)
     4286    0.007    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:343(_mode)
      687    0.003    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3490(_as_graph_element_locked)
       89    0.000    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:1269(<listcomp>)
      936    0.003    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_inspect.py:328(ismethod)
     1109    0.001    0.000    0.007    0.000 /usr/lib/python3.5/genericpath.py:16(exists)
       63    0.000    0.000    0.007    0.000 /usr/lib/python3.5/tokenize.py:172(_compile)
    11932    0.007    0.000    0.007    0.000 {method 'HasField' of 'google.protobuf.pyext._message.CMessage' objects}
      644    0.002    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:83(_Flatten)
     3490    0.003    0.000    0.007    0.000 /usr/lib/python3.5/posixpath.py:61(isabs)
      113    0.002    0.000    0.007    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:494(set_shape)
18243/18090    0.004    0.000    0.007    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:841(bulk_restore)
        4    0.005    0.001    0.007    0.002 /home/sujithpk/Desktop/road/src/functions.py:73(mirror_border)
      981    0.003    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:106(_another_group_active)
     1740    0.002    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:466(as_dimension)
     2244    0.003    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:655(executing_eagerly)
        1    0.000    0.000    0.006    0.006 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_io_ops.py:1424(restore_v2)
     2455    0.002    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:135(_as_graph_element)
        5    0.000    0.000    0.006    0.001 /usr/lib/python3.5/sre_parse.py:819(parse)
     3549    0.003    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2227(type)
     4802    0.006    0.000    0.006    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1106    0.006    0.000    0.006    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInput}
     46/5    0.000    0.000    0.006    0.001 /usr/lib/python3.5/sre_parse.py:429(_parse_sub)
     9604    0.004    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/numeric.py:1515(<genexpr>)
     93/8    0.002    0.000    0.006    0.001 /usr/lib/python3.5/sre_parse.py:491(_parse)
     4423    0.004    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3893(_name_stack)
        5    0.000    0.000    0.006    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_ops.py:1635(_softmax)
      892    0.002    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4887(_mutation_lock)
       84    0.001    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2452(get_gradient_function)
        4    0.000    0.000    0.006    0.001 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2678(blend)
        4    0.006    0.001    0.006    0.001 {built-in method PIL._imaging.blend}
        1    0.000    0.000    0.006    0.006 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:42(<module>)
     5204    0.004    0.000    0.006    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/compat.py:64(as_text)
       24    0.000    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:2169(__enter__)
    19112    0.005    0.000    0.005    0.000 {method 'startswith' of 'str' objects}
        4    0.005    0.001    0.005    0.001 {method 'round' of 'numpy.ndarray' objects}
     1280    0.004    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5980(__init__)
       93    0.001    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2237(node_def)
      798    0.004    0.000    0.005    0.000 /usr/lib/python3.5/threading.py:332(notify)
        4    0.000    0.000    0.005    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:657(broadcast_gradient_args)
      291    0.003    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:907(as_proto)
     5560    0.005    0.000    0.005    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationName}
       84    0.001    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:927(_LogOpGradients)
     1182    0.002    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3641(_get_operation_by_tf_operation)
      213    0.001    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:345(_AssertCompatible)
      981    0.003    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:74(group)
      108    0.000    0.000    0.005    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4185(device)
      427    0.000    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:293(_IsBackpropagatable)
      890    0.002    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4801(_snapshot_device_function_stack_metadata)
      245    0.000    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4968(colocate_with)
     1198    0.001    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:976(_TensorTensorConversionFunction)
    11794    0.004    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:628(context)
      258    0.001    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4950(_colocate_with_for_gradient)
       24    0.000    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:2194(_enter_scope_uncached)
       54    0.000    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4178(_add_device_to_stack)
